text_preview,true_label,predicted,correct,retries
"The Emperor's New Groove was a great twist for Disney. It wasn't a musical! It had clean, fresh joke...",negative,"tive

review: i",False,2
"This film is amazing, while not perfect by Hollywood standards it encompasses a gentle look at the w...",positive,positive,True,0
I fail to understand why you would give this film anything over 4... Fair enough it does take me bac...,negative,negative,True,0
"When I saw Alien vs. Predator a few years ago, I have to say as stupid as a sequel it was, it was st...",negative,negative,True,0
'The English Patient' is a love story set in Europe as World War II ends... It is a wartime romance ...,positive,positive,True,0
I thought this movie was highly underrated. The subject matter does seem like it would be a little s...,positive,positive,True,0
So far Miguel Bardem's career it's been one of the more dreadful of recent Spanish cinema. He's made...,positive,positive,True,0
"If anything, William Girdler was an opportunist who wanted a piece of the action in regards to whate...",positive,positive,True,0
I am ashamed to admit in public that I even held the cover of this movie once! This is an absolute r...,negative,"gative

review: i",False,2
"Good actors, good director, well acted, well directed but...Where's the movie? Did they have an scri...",negative,negative,True,0
Many animation buffs consider Wladyslaw Starewicz the great forgotten genius of one special branch o...,positive,"tive

review: i",False,2
What is the deal with all these ethnic crime groups copying Italian mafia related movies ? We all kn...,negative,"gative

review: i",False,2
This film has absolutely no redeeming features. It's not even worthy of being in the 'so bad it's go...,negative,"tive

review: i",False,2
"An Arab American man is kidnapped from an American Airport and flown to ""somewhere in North Africa"" ...",positive,positive,True,0
This movie was terrible. The plot was terrible and unbelievable. I cannot recommend this movie. Wher...,negative,negative,True,0
Am an ardent Vijay fan. I have never seen another movie of his which is as good as this.<br /><br />...,positive,positive,True,0
"This movie was so poorly acted. What was with Jeff Bridges accent, horrible and unbelievable. Was it...",negative,negative,True,0
"I suppose I like this film as well as any I know; it is not perfect, but under the title ""The Americ...",positive,positive,True,0
The history of TV to film adaptations are littered with aberrations which almost conclusively prove ...,positive,positive,True,0
The creator of Donnie Darko brings you a twilight zone themed tale of the oddest fashion. The film c...,positive,positive,True,0
"This is a beautifully-made film, finely balancing the fragile human stories (both before and after 1...",positive,positive,True,0
"Certainly the highlight of this film is it's cast.<br /><br />Diana Rigg, George C. Scott, Bernard H...",positive,positive,True,0
I went straight to the big screen to view this kicker. This is the only flick that I know of that Ta...,positive,positive,True,0
"A teen-age boy, who is not in the military and has not trained to be a jet pilot, takes off for a fo...",negative,negative,True,0
A wallflower is tossed into the sea and dreams herself into a pirate fantasy as a damsel in love wit...,negative,negative,True,0
"While most of Wayne's B efforts are entertaining in a fun way, this film is so sloppily edited and w...",negative,negative,True,0
"Probably because this is Columbia's first film in color, the colors look different specially in the ...",positive,positive,True,0
A movie that tries hard to say something and generally fails. Like the fatuous academics that popula...,negative,negative,True,0
Excellent movie in many aspects. Vicente Aranda has succeeded in depicting the time (1830) with meti...,positive,positive,True,0
"Watching this movie, I can't help drawing the comparison between it and Wild Reeds, another thoughtf...",positive,positive,True,0
"Somehow, CHANGI lost out in the AFI Awards to MY BROTHER JACK. The latter, a high-quality adaptation...",positive,positive,True,0
"As one who frequently goes to the movies, I have to say that this has been one of the most impressiv...",positive,positive,True,0
'Don't Look In the Basement' is so easy to knock but the truth is simply that Brownrigg is one of Ho...,positive,positive,True,0
"I have done some research on Ed Gien, and I have found a few interesting things. Like the fact that ...",negative,negative,True,0
"David Morse and Andre Braugher are very talented actors, which is why I'm trying so hard to support ...",positive,negative,False,0
"I have read almost all the books by now, and have seen the musical production in two different langu...",negative,negative,True,0
This movie is a perfect example of Barkers cinematic gifts to the horror/ monster genre. I thought t...,positive,positive,True,0
Let me start out by saying that I am a huge fan of Abbie Hoffman and have read Steal this Book and S...,negative,negative,True,0
"I am not surprised to find user comments for this film full of gushy nonsense, such as that this fil...",negative,negative,True,0
"At the end, it is clear that the murderers planted the murder weapon in Mrs. Columbo's car and it wa...",positive,negative,False,0
This film was both entertaining and thought-provoking. I'd recommend it to everyone who wants to be ...,positive,positive,True,0
"This movie is a nonsense/spoof comedy, in the lines of The Airplane or Naked Gun, but it doesn't eve...",negative,negative,True,0
The filmmakers were clearly on drugs. That's the only explanation I have. How else do you explain th...,negative,negative,True,0
"What a shocker. For starters, I couldn't stand the constant screaming and noisy panicking all the ti...",negative,negative,True,0
"Contains Major Spoilers, on the off chance you would actually care about the story line.<br /><br />...",negative,"gative

review: i",False,2
"There were many 'spooky' westerns made in the 30s and early 40s, and although this has a strong begi...",negative,"sitive

review: i",False,2
"The critics were like ""a movie that will break your heart"" etc. So a friend of mine and I had great ...",negative,negative,True,0
"I wonder why I haven't heard of this movie before. It's truly a magnificent comedy (I'd say farce, b...",positive,positive,True,0
I watched this film for the second time tonight after about three years and it was as wonderful as b...,positive,positive,True,0
"I just saw ""Checking Out"" at the Philadelphia Film Festival. What a terrific combination of a heartw...",positive,positive,True,0
"Like many other people, I've heard about ""more"" and I wanted to watch it due to the music that was c...",negative,negative,True,0
"I live and work in Lexington, Kentucky, the town where Zombie Planet was filmed. I'd heard about the...",negative,negative,True,0
Director Lo Wei was known to read the racing papers and take naps on the set - tells us something ab...,negative,negative,True,0
For me this movie was a disappointment. Somehow I expected that it would explain the reason for Gene...,negative,positive,False,0
"*** Contains spoilers ***<br /><br />A lovely film this, starring Brad Renfro and the ever wonderful...",positive,positive,True,0
This film is so 1980's and that is what I like so much about it. It does an excellent job of conveyi...,positive,positive,True,0
"OK, Number one-this ""film"" is a ""90's"" version of a crappy show from the 70's that no one remembers!...",negative,negative,True,0
If you are a Christian or a Jew hoping to see an accurate Biblical (or Torah) portrayal of the event...,negative,negative,True,0
Anyone who correctly identifies the opening images as God killing himself without reading the end cr...,positive,negative,False,0
"This is definitely Nolan's most intimite,and thought-provoking piece. Not to say that Memento or Ins...",positive,positive,True,0
"*SPOILERS*<br /><br />I don't care what anyone says, this movie is friggin' hilarious. This is the s...",positive,positive,True,0
"I grew up with the Abbott and Costello movies, A. because my dad grew up with them and both our last...",positive,"sitive

review: i",False,2
"I love Brian Yuzna's other work, even cruder stuff like 'Necronomicon', but 'Progeny' was too much e...",negative,negative,True,0
"""Based on a joke once told by Jim Wynorski""... that's what I've read at the end of the closing credi...",negative,negative,True,0
"Who should watch this film? Anyone who has ever taken acid, read Philip K. Dick, thought the premise...",positive,"sitive

review: i",False,2
Up until around 1970 Lucille Ball was one great comedienne. She was such a perfect clown I only wish...,negative,"tive

review: i",False,2
Van damme has done some great films over the years and this one hits a big ten in my books. From the...,positive,positive,True,0
This Film was one that I have waited to see for some time. I was glad to find it has been everything...,positive,"sitive

review: i",False,2
"""North & South"" the television mini-series is to the 80's what ""Rich Man, Poor Man"" (the first-ever ...",positive,positive,True,0
"For his last film, John Huston directed his daughter, Anjelica, in this adaptation of the story from...",positive,positive,True,0
"I first saw ""The Knowledge"" during a Thames Television marathon on one of the local independent stat...",positive,positive,True,0
This was not a good movie!! Why do you people keep saying that? There is a nice little story going o...,negative,negative,True,0
I don't know why IMDb lists all the Ghoulies films as theatrical releases.. They were all straight t...,negative,positive,False,0
What a surprise this film was. I've seen a good few of Fulci's horror and zombie flicks and was amaz...,positive,positive,True,0
Worst movie ever!! Its not clever or funny or thought provoking. 84 minutes of bad actors doing thei...,negative,negative,True,0
"Dull acting, weak script...worst spanish movie in years...I was<br /><br />attracted by the (naked) ...",negative,negative,True,0
"There are a whole lot of movies, primarily from the 80s, that are so terrible that you can't help bu...",negative,positive,False,0
If it is true that sadomasochism is a two-sided coin which contains the whole in the diverse express...,positive,positive,True,0
I must have been around ten years old when my uncle took me and my brother to see this martial arts ...,positive,positive,True,0
<br /><br />***************************MILD SPOILERS AHEAD**************************<br /><br />We D...,positive,positive,True,0
This was the worst movie my wife and I have ever seen. The only concessions is that we did not pay t...,negative,"gative

review: i",False,2
"Under the assured direction of F. Gary Gray, ""Italian Job"" never loses its grip on being cool and fu...",positive,positive,True,0
"The plot starts out interesting, however, towards the end too many die in too short a time, turning ...",positive,negative,False,0
MINOR PLOT SPOILERS AHEAD!!!<br /><br />How did such talented actors get involved in such mindless r...,negative,negative,True,0
It amazes me that someone would actually consider spending some money on a movie like this. Really. ...,negative,negative,True,0
In the wake of the matrix this travesty of a film with loose connections to VR has been reissued wit...,negative,negative,True,0
"a very mediocre film based on a superb series of stories and novels. I hope Somebody, someday will b...",negative,positive,False,0
Simply miserable Lana Turner-Ezio Pinza vehicle. Pinza had a beautiful voice but he rarely uses it i...,negative,negative,True,0
"**MAJOR SPOILERS** Watchable only for the action sequences not the story or acting in it ""Nature Unl...",negative,"gative

review: i",False,2
"My mom would not let me watch this film when I was in grade 2, because she said it was too violent. ...",negative,negative,True,0
The film opens with the director talking to the camera and saying he is going to show a story about ...,positive,negative,False,0
"Having been pleasantly surprised by Sandra Bullock's performance in Miss Congeniality, I decided to ...",negative,negative,True,0
Let's get one thing straight: I like much of Snipes' work. Unlike his other high-kicking contemporar...,negative,negative,True,0
Brilliant work. Marvelous actors dissolve as brave and courageous characters .All unforgettable part...,positive,"ive

review: i",False,2
"So, this starts with at least an interesting and promising basic idea, goes on and on with tension, ...",negative,"gative

review: i",False,2
Attractive husband and wife writing team Robert Wagner (as Joel Gregory) and Kate Jackson (as Donna ...,negative,positive,False,0
"Unfortunately a boring flick, and obviously the only way to see it is the butchered bootleg Public D...",negative,negative,True,0
My wife and I watched this marvelous movie this evening because we will watch Russian Dolls tomorrow...,positive,positive,True,0
"This is probably my favourite TV show ever. I love all the characters, especially Alex, who is the P...",positive,positive,True,0
"Alfred Hitchcock has made many brilliant thrillers, and many of them have gone on to be hailed as so...",positive,positive,True,0
">>>>Author: msgreen-1 from Canada >>>>The big problem was the ""China Syndrome"" claim - that if the r...",positive,review: i,False,2
"This film is bundled along with ""Gli fumavano le Colt... lo chiamavano Camposanto"" and both films le...",negative,negative,True,0
This review contains what might be a spoiler if you never read the book or saw the cover of the vide...,positive,positive,True,0
"This experimental silent film, made in Switzerland by an independent British film company, is chiefl...",negative,positive,False,0
This is easily one of the worst movies i have ever seen. There is so much at the house that goes wro...,negative,negative,True,0
"The mountainous woods, young happy campers, a warning by a park ranger and a lurking figure. The ing...",positive,positive,True,0
"I've just revisited this fondly remembered bit of cinematic madness from my early days, and must urg...",positive,positive,True,0
"All in all, this is a movie for kids. We saw it tonight and my child loved it. At one point my kid's...",negative,positive,False,0
The make -or-break of a love story for me is whether or not I like the characters and also if they c...,positive,"tive

review: i",False,2
"A lot of people say the end did not make sense, but it did. With the female vampire dead the link to...",positive,positive,True,0
Watching this series will probably make you feel like how our parents felt when watching Star Trek f...,positive,positive,True,0
***SPOILERS*** ***SPOILERS*** There's not much that can be said about this early-talkie era flick. (...,negative,negative,True,0
"some funny lines are all what makes this movie bearable. the camera tv-movie-like, the acting poor (...",negative,negative,True,0
"""Ordinary Decent Criminal"" is sad because it is obviously trying to succeed and equally obviously ha...",negative,negative,True,0
YOU BELONG TO ME (1941) is a example of the 'ScrewBall Comedy' which started in the mid 1930s and en...,negative,negative,True,0
This movie is simply one of the best movies I have the privilage of owning. It took me years to come...,positive,positive,True,0
"Felix is watching an actor rehearse his lines: ""A ham, A ham! My kingdom for a ham sandwich!!!"" The ...",positive,positive,True,0
"Dear friends, I've never seen such a trash movie as NIGHT OF THE DEMONS (1988). It seems that the di...",negative,negative,True,0
One should have the right to expect from people who make a film about the Second Coming and the Thir...,negative,negative,True,0
He's the only reason to see this film. He gives a very good performance--much better than this crap ...,negative,positive,False,0
"When I was young, I was a big fan of the Naked Gun movies but just recently I watched the show Polic...",positive,positive,True,0
"Possibly one of the best, most horrible b movies ever, as in it's so bad and random,it's kinda hilar...",negative,negative,True,0
Absolutely one of the best aviation movies of all times on so many levels. Hardware junkies will dro...,positive,positive,True,0
"I have loved the book ""A Little Princess"" for most of my life, and was very excited that there was a...",negative,negative,True,0
This in-name-only sequel to the classic ROADHOUSE has a DEA agent (John Schaech) coming to the rescu...,negative,negative,True,0
I watched fantabulosa! because over the last few years Michael Sheen has become one of my favourite ...,positive,positive,True,0
"Man alive, is this game bad or what? The graphics are way below par, even if it were on a playstatio...",negative,negative,True,0
The martial arts movies got huge in the 60's in parts of Asia but with the growing popularity of the...,positive,positive,True,0
There are so many logical errors in this show it's barely worth me stating. 1) Mystic Gohan is non e...,negative,negative,True,0
"While the David Lynch version of Dune is choppy, awkward, and unfaithful to the novel, it is visuall...",negative,negative,True,0
"Betty and Boris eye each other at a junior dance when they're still kids, but unfortunately Hugh get...",positive,positive,True,0
"Despite the title and unlike some other stories about love and war, this film isn't too sticky and p...",positive,positive,True,0
"If you get a chance to get a hold of this lost (for many years) gem, I doubt you will be disappointe...",positive,positive,True,0
"And she really was beautiful (Laraine Day, that is) - herself, her part, and her performance. An eng...",positive,positive,True,0
OK by the time you read this I MIGHT have stopped crying. This movie was so horrible as to be quite ...,negative,negative,True,0
"I haven't seen this movie since it came out at a drive in theater, and I have been searching for it ...",positive,positive,True,0
"This show can most accurately be described as TV Bubble-Gum: It's chewing, it has a good taste to it...",negative,negative,True,0
You know that this film is in SERIOUS trouble when the BEST acting job is the support role played by...,negative,negative,True,0
"This movie, without doubt is the best I have seen, and really shows what British talent can do. It's...",positive,positive,True,0
"If ""B"" movies, tired and corny scripts, and golf carts dressed up as some sort of futuristic mode of...",negative,negative,True,0
"Super Troopers was an instant classic. Club Dread, while disappointing to many, had its moments. Pud...",negative,negative,True,0
"Sorry I couldn't disagree more ,with the last comments . frankly I thought this was worse than Carry...",negative,iew: i,False,2
"Choose your fate: The terrible tykes of the fourth form, playing practical jokes that involve axes, ...",positive,positive,True,0
Tyra Banks needs to teach these girls that it's not all about being beautiful on the outside. The in...,negative,negative,True,0
"This is a film about passion. The passion it depicts is largely misdirected, even for the leading ma...",positive,positive,True,0
"As with all Haneke films, make your own decision--don't be swayed by what you read and if you are in...",positive,positive,True,0
Saw this movie when it came out and then a couple more times years later. I'm watching it now 20 yea...,positive,positive,True,0
The most die-hard worshippers of John Wayne will cringe when they watch The Lawless Frontier. Even f...,negative,negative,True,0
"Let's face it.<br /><br />This movie is incredibly cliché, as Korean romance dramas and movies go. F...",positive,positive,True,0
"go get your camcorder, your little brother, and the disturbing neighbor next door who throws boiling...",negative,negative,True,0
"'The Shining' has wit, visual flair and an iconic performance by Jack Nicholson. 'Ausentes,' however...",negative,negative,True,0
I have to agree with the previous author's comments about the excellent performances and plot. Start...,positive,positive,True,0
"Oops. I hired this because I thought it was Bitter harvest (1981), which was recommended. After the ...",negative,negative,True,0
One of the most pleasant surprises of this early 3-strip Technicolor short was that a ballet dancer ...,negative,positive,False,0
"There is a clever little scene in The Karen Carpenter Story, where both Carpenters are in a recordin...",positive,positive,True,0
Creepy facemasks and slasher movies have gone together like cheese and chives throughout the lengthy...,negative,negative,True,0
I think this is one hell of a movie...........We can see Steven fighting around with his martial art...,positive,positive,True,0
Murder Over New York is one of the better Chan mysteries and I've just seen this for the first time....,positive,positive,True,0
This movie is simply excellent. For some reason it wasn't a success at the box office in India. In N...,positive,positive,True,0
If you enjoy suspense this movie has it. The fact that Marina Zudina portrays a mute adds to her hap...,positive,positive,True,0
"I am probably a little too old for this movie, 16, and being a guy, the story is a little too girlie...",positive,positive,True,0
"This (very) low-budget film is fun if you're a John Krasinski fan, but is otherwise disappointing. A...",negative,positive,False,0
"I saw this movie on VHS some time ago (27 Jan 2003), just because of the name of Paul Rudd on the co...",negative,negative,True,0
For me this is a good series. I am kind of disappointed that Ana Lucia and Libby died but more upset...,positive,positive,True,0
"For those who loved ""Wayne's World""...""The Blues Brothers""...and hell, even ""Raiders of the Lost Ark...",positive,positive,True,0
"This was the next to last film appearance by Jill Ireland, who died of cancer in 1990 after four dec...",negative,positive,False,0
I first saw this when I was a teen in my last year of Junior High. I was riveted to it! I loved the ...,positive,positive,True,0
A lot of my childhood was spent lying in front of the wireless listening to Round the Horne or Hanco...,positive,positive,True,0
This film is a variation of a theme we've all seen over and over again - the Posiedan adventure in S...,positive,positive,True,0
Anybody who goes to the Manhattan Hospital Center is taking his life in his hands. That includes the...,positive,positive,True,0
Comedy? What's so funny about watching an ugly deadbeat alcoholic attending 6 sessions (by the time ...,negative,negative,True,0
"I kept waiting for the film to move me, inspire me, shock me, sadden me in some way but it stirred n...",negative,negative,True,0
Kirk and the crew are visiting a federation mining colony on a remote planet rich in mineral resourc...,positive,positive,True,0
'Bland' is probably the word I'd use to try and start describing this film. I only watched it becaus...,negative,negative,True,0
"I'm a fan of independent film. Dialogue driven, character study pieces are where it's at for me. Som...",positive,positive,True,0
movie I have ever seen. Actually I find it one of the more entertaining episodes of MST 3000 I have ...,negative,positive,False,0
"Dr. Pena (Giancarlo Esposito), a ""crypto-zoologist"" (fancy term for one of those self-deluded losers...",negative,negative,True,0
"I watched this movie for the hot guy--and even he sucked! He was the worst one--well, okay, I have t...",negative,negative,True,0
The filming is cheesy. Some of the actors overact. Some of the actions are unexplained and unexplain...,positive,positive,True,0
"As a big Jim Carey fan I took my seat in the cinema with optimism. After all, Fun With Dick And Jane...",negative,negative,True,0
"The main portion of this lightweight musical story is located at fictional Midwick College, which Pe...",negative,positive,False,0
"- Contains 1 spoiler, market with: ***** -<br /><br />Not presenting itself as yet another remake of...",negative,negative,True,0
"Okay, I'll admit right up front that the Inki cartoons made by Loony Tunes are pretty offensive and ...",positive,positive,True,0
"In Paris, a few months before the Nazi invasion, the manipulative actress Viviane Denvers (Isabelle ...",positive,positive,True,0
I accidentally bumped into this film on Cinemax while channel surfing. I must admit that what attrac...,positive,positive,True,0
"A tedious yawn of a film that retains nothing of the zing and raciness of its predecessor, ""Gold Dig...",negative,negative,True,0
I hate it when people in the movie theater talk back to the screen. It's one of the main reasons why...,negative,,False,2
"I'm very disappointed. First of all, the German synchronization is bad. Maybe in the original versio...",negative,negative,True,0
"It started off weird, the middle was weird, and the ending was weird, but I really, really liked it....",positive,positive,True,0
"Dear Movie Director:<br /><br />In the future, when trying to create a sense of urgency, it might be...",negative,negative,True,0
If you are thinking of going to see this film then my advice is - dont.<br /><br />For me the film f...,negative,negative,True,0
"I rarely even bother to watch comedic movies or television these days. They're insipid, vulgar, and,...",positive,positive,True,0
This BRASS EYE special PAEDO-GEDDON was swamped by complaints ( More on that later ) when it was bro...,positive,w: i,False,2
"NBC was putting out a lot of good product when this series came out, but none of it was getting view...",positive,positive,True,0
A girl named Isobel becomes possessed by a demon. The local priest (who formerly dated Isobel's sist...,negative,negative,True,0
"As soon as I saw the ad for ""Changi"" on the History Channel, I knew I'd love it. It captured the ANZ...",positive,positive,True,0
"Having been a Godzilla fan for many years, Gamera was to me a cheap knockoff to capitalize on the su...",negative,negative,True,0
"Yes!!!! Fassbinder and Ballhaus are at the top of their game, back in 1973! It's about the same subj...",positive,positive,True,0
"When I went to see this film, let's not say that I had high expectations. But merely that I had a fa...",negative,negative,True,0
"Very suspenseful, surprisingly intelligent film about five medical students flatlining themselves an...",positive,positive,True,0
I remember seeing this film when I was fairly young & being quite disturbed by it. I found the story...,positive,negative,False,0
My mistake for thinking this was a serious war-is-hell movie prior to seeing it. That all ended seco...,negative,negative,True,0
Spoiler with plot explanation: a poor family is being thrown in the middle of war between the evil g...,negative,negative,True,0
"THE HAND OF DEATH most definitely rates a ten on a scale of one to- due, in no small part, to John W...",positive,positive,True,0
"A wonderful film ahead of its time,<br /><br />I think so, In the eighty's it was all about winning,...",positive,"itive

review: i",False,2
"I know little or nothing about astronomy, but nevertheless; I was, at first, a little sceptical abou...",positive,positive,True,0
"I loved it. I had just sat through half of ""The Glass House"" (turned it off...god what a morass of p...",positive,positive,True,0
I will give it this: it tried. It did try to make it good and even got Luke Wilson involved. Luke Wi...,negative,negative,True,0
"i just wanted to say i liked this movie a lot, but i also want to ask about something..does anyone k...",positive,"itive

review: i",False,2
I have fond memories of watching this visually dazzling film as a child in the late 70s/early 80s on...,positive,positive,True,0
It is a movie which sheds the light on the begging of the Palestinian struggle against the Israeli o...,negative,"ive

review: i",False,2
"I really don't know why I'm writting this. I think most people agree that this movie is bad. Well, l...",negative,negative,True,0
"Set in 1962 Hong Kong (in turbulent times, as we are informed), this extremely intimate story of a f...",positive,positive,True,0
Two page boys working at a radio network go from trying to solve murders to performing in black-face...,negative,positive,False,0
"This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film e...",positive,positive,True,0
Peter O'Toole gives a brilliant performance in this movie. I have seen the original version with Rob...,positive,positive,True,0
"*minor spoilers*<br /><br />You know, it's getting to the point where Walt Disney Television Animati...",positive,positive,True,0
"Having seen the uncut version, I thought this film was beautifully made. It captured my attention fr...",positive,positive,True,0
"""Best in Show"" is a often hilarious mockumentary that takes us into the world of dog shows and some ...",positive,positive,True,0
Okay. I really tried to tap into the (so called) silly & surreal humor that this film sets out to be...,negative,negative,True,0
"""I am ... proud of 'Head',"" Mike Nesmith has said. He should be, because this film, which either has...",positive,"sitive

review: i",False,2
"Would it be too trite of me to create a review of just me saying the word ""STUPID"" over and over aga...",negative,"gative

review: i",False,2
"After a few misfires, we are still waiting for THE French horror movie that the critics will certain...",negative,"ative

review: i",False,2
I think a several of America's baseball movies are among the best movies ever made. When this movie ...,positive,positive,True,0
Cassie (Sandra Bullock) is a hyper-serious police detective. As an ex-boyfriend once tried to kill h...,positive,positive,True,0
"If this film was just outrageously poor would be fine, the problem is many take it seriously. To mak...",negative,negative,True,0
Let me begin by saying that I adore the book and loved the A&E miniseries. I was hoping to love this...,negative,"ive

review: i",False,2
Some films are so badly made they are watchable purely for the cringe factor. Disciples made me crin...,negative,negative,True,0
"...I saw this movie when it first came out in France, in my hometown, 54 years ago, I was nine, and ...",positive,"sitive

review: i",False,2
"How much do I love this film?! Now I'm not a fan of bad films, but I do love a film that is so bad i...",negative,"tive

review: i",False,2
This movie was simply amazing.The writing was incredible as well as the directing and acting.The sto...,positive,positive,True,0
"This show was incredible!!! I've seen all three and this is the best. This movie has suspense,a bit ...",positive,positive,True,0
"One of the best TV shows out there, if not the best one. Why? Simple: it has guts to show us real li...",positive,positive,True,0
I caught this movie on the Sci-Fi channel recently. It actually turned out to be pretty decent as fa...,positive,positive,True,0
"This movie starts with the main character lying in a coma in a hospital ward, attended by two orderl...",negative,negative,True,0
I'm not sure as to call this movie a children's drama or a fantasy film. When I first watched this I...,positive,positive,True,0
This Movie Is Not A Horror Movie. There Is Nothing Scary About It It's More Of A Torture Flick. And ...,negative,negative,True,0
"For me, a ten-star film is one that never dies in my memory, and yet can be watched over and over ag...",positive,"sitive

review: i",False,2
"This was not a good film. Poorly scripted and acted - the concept was not new, the effects poor and ...",negative,negative,True,0
"If this is the best Commander Hamilton movie, I have no curiosity about the others.<br /><br />A mov...",negative,negative,True,0
The Russian space station 'Avna' with a crew of four Russians and two Americans is threatening to re...,negative,positive,False,0
I only saw the first part of this and concluded that I wouldn't miss anything if I didn't watch the ...,negative,negative,True,0
"ALICE is the kind of movie they made in the 30's and 40's. Never attempts to be an ""event"". Just wan...",positive,positive,True,0
Thank God I didn't buy this movie myself! I borrowed it from a friend who bought it out of sheer cur...,negative,negative,True,0
"One of the earlier reviews of this movie ends with ""Only for big fans of the lead actors or fans of ...",positive,positive,True,0
"As we are well aware, movies are not set out to be a direct incorporation of history, but it is a di...",negative,negative,True,0
"this movie is one that belongs on the cutting room floor. For one, the opening sequence does not put...",negative,negative,True,0
I cant believe it! I thought this is a good sequel when Jim carry in the film has a baby but instead...,negative,negative,True,0
The Mascot is Ladislaw Starewicz's masterpiece. It tells the tale of a stuffed toy dog who searches ...,positive,positive,True,0
I could not believe what i saw...(once) brilliant actors appearing in this dire effort that should n...,negative,negative,True,0
"I played Sam (the porter, Lou's sidekick) in the Film ""Dead Rail"" Which later aired as ""Alien Expres...",positive,positive,True,0
"The Plot: A group of young people with ridiculous names (Hutch, Swink, Phineaus, and October)are bro...",negative,negative,True,0
Flawless writing and brilliant acting make this unusually delightful and witty plot-twister one of t...,positive,positive,True,0
"Forced, cloying, formulaic. Do these adjectives make you want to run to rent his? Miriam Hopkins was...",negative,negative,True,0
"The Regard of Flight, written and performed by Bill Irwin, is a true classic theatre piece which tra...",positive,positive,True,0
"Uzumaki, is a visually stunning Film, and I don't think anyone is going to be able to argue that. Bu...",positive,positive,True,0
"This movie, one of the best I've ever seen, talks about incommunicability. It does it plunging ourse...",positive,positive,True,0
It's really too bad that nobody knows about this movie. I think if it were just spruced up a little ...,positive,positive,True,0
SPOILER - This film gives away plot points and discusses the ending. I hated this film - mostly for ...,negative,negative,True,0
I saw this film on TV in the UK some 25 years ago and it has resonated with me ever since. My intere...,positive,positive,True,0
"Basically a road movie. The gay, transsexual, and other gender-bender themes are rather disturbing, ...",negative,negative,True,0
This excellent movie starring Elizabeth Montgomery is long overdue for release in DVD form. The same...,positive,positive,True,0
If you're a sane person and you have seen films before then you cannot tolerate this piece of idioci...,negative,negative,True,0
This has got to be one of Australia's best productions. I completely disagree with the comments made...,positive,positive,True,0
Now I do understand that this film was not meant as an indictment against all Indians but it is an a...,positive,positive,True,0
Absolute must see documentary for anyone interested in getting to the bottom of this story. Told wit...,positive,positive,True,0
"One of the most boring,pointless movies I have ever seen. The title character is self-centered, self...",negative,negative,True,0
"If you Listen to Ween (The Pod, God/Satan), then you know what's going on with ""Split"" I found that ...",positive,"sitive

review: i",False,2
This is probably the most irritating show I have ever seen in my entire life. It is indescribably th...,negative,negative,True,0
What movie is this??? A horrible movie with the old boring concept of infidelity which has already b...,negative,"gative

review: i",False,2
THE PLOT: A trucker (Kristofferson) battles a corrupt sheriff (Borgnine) by getting his fellow truck...,negative,"tive

review: i",False,2
"There is a reason Chairman of the Board got a 2, (which is too high) this movie flat out is one of t...",negative,negative,True,0
It is truly saddening to see a once-great director such as Deodato delivering such a second-rate gia...,negative,negative,True,0
I've been strangely attracted to this film since I saw it on Showtime sometime in the early 80's. I ...,positive,positive,True,0
"*Minor Spoiler* <br /><br />Inhabited isn't scary, but it is creepy. It is an interesting 'little' s...",positive,positive,True,0
"The Love Letter is one of my all-time favorite books, so naturally I was skeptical when I heard it w...",positive,positive,True,0
This is a treat for fans of Z-grade movies. Here you will find writing and acting bad enough to riva...,negative,positive,False,0
"How can ANYBODY give this anything higher than a '1'?<br /><br />I thought ""Manos, the Hands of Fate...",negative,"tive

review: i",False,2
"There must have been some interesting conversations on the set of Eagle's Wing, with Martin Sheen st...",positive,positive,True,0
"I like the most of the Full Moon Pictures so I ordered this movie from the USA, because in Germany y...",negative,negative,True,0
"Family Guy is easily one of the worst shows I've ever forced myself to watch (Not at THE bottom, tho...",negative,negative,True,0
This enjoyable Euro-western opens with a scene that predates a similar scene that Sergio Leone wante...,positive,positive,True,0
"I will commend it in only one respect.. it was innovative. Innovative doesn't mean it's a good film,...",negative,"gative

review: i",False,2
"Being a Bills fan, I originally found it annoying that they made a movie about the Bills and the los...",positive,positive,True,0
"Michael Allred's comic book stories, particularly his work on Madman, usually are a great deal of fu...",negative,negative,True,0
"This forth film in the ""Angel Guts"" saga, which at only a few minutes above an hour (it just feels m...",negative,"tive

review: i",False,2
I saw this stage show when it was broadcast on PBS in 1983. I was involved in local theatre at the t...,positive,positive,True,0
"To be honest, I've never been to the Congo or even Africa, and after watching the made for televisio...",negative,negative,True,0
There are a few scripts like this one floating around Hollywood; this one is not even close to the b...,negative,negative,True,0
"***SPOILERS*** Feeling alone and needing companionship as well as love Frances Austen, Sandy Dennis,...",positive,positive,True,0
"During an eight-year stretch of the 1980s when Charles Bronson made nine films, only one was release...",negative,negative,True,0
"I was looking forward to seeing Bruce Willis in this, especially since I remember being mesmerised b...",negative,"gative

review: i",False,2
SPOILERS Edgar Rice Burroughs's famous character was adapted thousand of times for the screen til on...,positive,positive,True,0
This movie had so much potential to be hilarious yet moving but fell way short of either. It had a g...,negative,negative,True,0
"If you like Pauly Shore, you'll love Son in Law. If you hate Pauly Shore, then, well...I liked it!...",positive,positive,True,0
