text_preview,true_label,predicted,correct,retries
If this film doesn't at least be selected for an oscar nominee for best foreign film I'm going to st...,positive,positive,True,0
"""I hate you, you hate me, Barney stole your SUV with a great big bunch and a kick from me to you won...",negative,"gative

review: i",False,2
"This film has some flaws, and most of those flaws are a lack of anything happening. Possibly the gre...",negative,negative,True,0
"A group of teens that have broken into a huge department store, are attacked by a crazed police man....",positive,positive,True,0
"This one and the one prior ""Toulon's Revenge"" and the next one seem to be completely different from ...",negative,negative,True,0
"I became a fan of the TV series `Homicide: Life on the Street' late in the show's run, but became a ...",positive,positive,True,0
"I was hoping that Pulp would be a interesting movie, but was profoundly disappointed.<br /><br />Pul...",negative,negative,True,0
"I can't believe I sat through this garbage. Palm trees in D.C. (already mentioned), a dummy-as-dead-...",negative,"ative

review: i",False,2
Every once in awhile I'll remember that I've actually seen this bizarre fiasco that's a cross betwee...,negative,negative,True,0
"typically, a movie can have factors like ""arousing"", ""good feel"", ""sense of purpose"", ""plot"", etc. T...",positive,positive,True,0
"when I first heard about this movie, I noticed it was one of the most controversial films of the 197...",positive,positive,True,0
"This is the first recorded effort to put sound with a movie, and a the oldest that, obviously, is st...",negative,"eutral

review: i",False,2
"The first time I watched this movie I was ten years old. I thought it was bad then, and at that age ...",negative,negative,True,0
"Ken Loach showed the world the down-and-out flip side of Swinging London with ""Poor Cow"", about Lond...",positive,positive,True,0
"Do not rent this movie. I ended up buying the ""previously viewed"" tape of this for $4.00. That was c...",negative,negative,True,0
The hysterical Hardware Wars is finally out on DVD. HW has earned its niche among parody classics an...,positive,positive,True,0
Burt Reynolds stars as an undercover cop who is after a crime boss.. Rachel Ward as the high price c...,positive,positive,True,0
"Sometimes, things should just not be made. And while the set-up seemed good enough, it proceeds to o...",negative,negative,True,0
This is one the worst movie I've seen and certainly worst movie Nagesh Kuknoor has made. I can't bel...,negative,negative,True,0
I finally managed to see this movie...after so many years of expectancy...<br /><br />I was so curio...,positive,positive,True,0
Please don't waste your money on this sorry excuse for a motion picture. The only way I could see so...,negative,negative,True,0
"Daisy Movie Review By James Mudge From beyondhollywood.com<br /><br />On paper, ""Daisy"" sounds like ...",positive,"d

review: lars",False,2
"Lemuel Gulliver (Ted Danson) is a doctor who goes missing at sea, leaving pregnant wife Mary (Mary S...",positive,"itive

review: lars",False,2
At first i didn't like they way the director was constantly switching from the past (gulliver's trav...,positive,positive,True,0
This movie doesn't even have the saving grace of being so bad that its good. It is truly appalling. ...,negative,negative,True,0
***SPOILERS*** ***SPOILERS*** There must have been something in the air in the immediate postwar yea...,positive,"sitive

review: lars",False,2
"""Air Bud 2: Golden Receiver"" is a very bad rehearse in making a sequel in the course of a single yea...",negative,negative,True,0
"Big Fat Liar is the best movie ever! It is funny, and cool. Jason Shepherd (Frankie Muniz) proves th...",positive,positive,True,0
I can admit right away that this is one of the worst movies i have seen in my life. And that is not ...,negative,negative,True,0
"The movie was excellent, save for some of the scenes with Esposito. I enjoyed how it brought togethe...",positive,positive,True,0
"This is such an exciting documentary, it was by far one of the most fun films I've ever seen. I high...",positive,positive,True,0
"Ocean's 12<br /><br />'If you steal fifty million dollars, they will find you.' (Alan Rickman as Han...",positive,"ixed

review: i",False,2
"Because it's late and i'm running short on vocabulary, i will describe this film as ""beautiful and h...",positive,positive,True,0
"Even though this is one of the worst movies I have ever seen, I would recommend this movie for anyon...",negative,positive,False,0
I own this movie. I've seen it over 20 times and every time I still get weepy. Its a Great love stor...,positive,positive,True,0
"I don't even understand what they tried to accomplish with this movie, i mean really. You got this g...",negative,negative,True,0
"An old high school teacher of mine used to brag that he'd seen every movie EVER made, so one day a f...",negative,negative,True,0
I completely disagree with the previous reviewer: this movie has amusing moments but hardly a laugh ...,negative,negative,True,0
I am a huge fan of the $5.50 DVD bin at my local WalMart. Hopefully you have one at your local branc...,positive,positive,True,0
"The Beatles had just done 'Magical Mystery Tour.' There was the general feel that performance, peace...",positive,positive,True,0
I gave this movie a chance only because it had very good reviews. After seeing the trailer I thought...,negative,negative,True,0
there is only way to describe this movie.<br /><br />so bad its hilarious.<br /><br />the acting is ...,negative,negative,True,0
"This is not a serious film, and does not pretend to be, but it is not as bad as some of its reviews,...",positive,positive,True,0
Gilmore Girls is my favorite TV show of all times. they only aired the first 2 seasons in India but ...,positive,positive,True,0
"A film about an interesting and sensitive period of history, filmed in beautiful surroundings, manag...",negative,"gative

review: lars",False,2
"This movie is bad. Just bad. In absolute terms, bad. <br /><br />The dialog jumps off the screen and...",negative,negative,True,0
"A rather mild horror movie; if not for a couple of sex scenes, it could easily have been a TV movie....",negative,negative,True,0
That's certainly not the best film ever. But that's certainly worth seeing for people with a special...,positive,positive,True,0
his has to surely be one of the worst gay-themed films of all time. Who told any of the so-called ac...,negative,negative,True,0
"Pretty terrible, but not entirely unwatchable. Another review mentioned ""predictable"" - and that's a...",negative,negative,True,0
Adam (Eric Jungmann) and obnoxious best friend Harley (Justin Urich) are driving cross country to a ...,positive,positive,True,0
What is night vision? Well according to the star (Williamson) let's see...one package store owner sa...,negative,negative,True,0
One of the most underrated comedies. Dan Akroyd is hilarious in this over the top role; Charles Grod...,positive,positive,True,0
"The figure of empress Elizabeth of Austria (1837-1898) is, indeed, mostly associated with Romy Schne...",negative,negative,True,0
"This is one of the best episodes from the entire X-Files series, creepy beyond words. The tension an...",positive,positive,True,0
"While possibly the stupidest, most tasteless, and violent slapstick comedy ever made, Guest House is...",positive,positive,True,0
"I saw this short film on HBO the other day and absolutely loved it. Eight different characters, eigh...",positive,positive,True,0
i was 9 when i first saw this on TV. on a Friday night. i remember the full page ad in the TV guide ...,positive,positive,True,0
Yes. Bam cried a couple times and so did Englund. And most probably you will too. The whole cast is ...,positive,positive,True,0
"I went to see this film out of curiosity, and to settle an argument. The film is now best known from...",positive,positive,True,0
An unflinching descent into psychological and physical oblivion that will undoubtedly burn images of...,positive,positive,True,0
"Without being really the worst science fiction film ever made, or the worst I have seen, 'Time Under...",negative,negative,True,0
I had never paid much attention to this flick until I learned that Paddy Chayefsky - author of the b...,positive,positive,True,0
I am huge movie enthusiast and also an active rugby player who believes that rugby is the greatest g...,positive,positive,True,0
"I'm normally not a Drama/Feel good movie kind of guy, but once I saw the trailer for ""Radio"", I coul...",positive,positive,True,0
"One of the reviewers here wrote: ""Good acting, good special effects, great<br /><br />location. Even...",negative,negative,True,0
"Hunk of trash only the Full Moon Studios could make has a group of college kids, staying for free in...",negative,negative,True,0
Sad to say this is one of the sillier of John Wayne's series of poverty row westerns for Lone Star P...,negative,negative,True,0
"I don't know what it is about the crew from CKY, but everything they produce seems to be genius in i...",positive,positive,True,0
"Before watching this movie from beginning to end, I happened to just catch the last half hour. Ordin...",positive,"sitive

review: i",False,2
"This is one of the most unoriginal, cliche-ridden movies I have ever seen. Even if you didn't like t...",negative,negative,True,0
"Although I found the acting excellent, and the cinematography beautiful, I was extremely disappointe...",negative,negative,True,0
"In another of the dreadful horror films I seem so masochistically attracted to, we have a bunch of f...",negative,negative,True,0
He who fights with monsters might take care lest he thereby become a monster. And if you gaze for lo...,negative,negative,True,0
"OK, so i have recently been collecting a lot of vipco and hardgore titles on DVD and i have to say t...",negative,negative,True,0
Legendary Cameron Mitchell turkey about an actor/makeup man who is burned by the head of a studio wh...,negative,"sitive

review: i",False,2
Just watched this film on TV and it was awesome. <br /><br />had just planned on watching it whilst ...,positive,positive,True,0
It helps that the characters this show is based on are among the best Disney has ever come up with. ...,positive,positive,True,0
"""Witchery"" is a decent little Euro-Trash horror yarn! David Hasselhoff is pretty damn funny in this ...",positive,positive,True,0
"Rating: *1/2 out of ****<br /><br />""The Net"" is one of those films that won't remain in your mind t...",negative,"ative

review: i",False,2
"This flick, which is a.k.a. ""Life In the Fast Lane"" is easily one of the least entertaining movies I...",negative,"gative

review: i",False,2
"i am finally seeing the El Padrino movie, from what I can see it is an incredible film, and lots of ...",positive,positive,True,0
"I was fortunate enough to record this wonderful drama, both parts, when it originally aired on Maste...",positive,"sitive

review: i",False,2
"It is difficult to rate a writer/director's first effort. After all, it is one more movie than I hav...",negative,negative,True,0
Most of the films I really like are art-house fare and seldom appear on the box-office top-ten lists...,negative,negative,True,0
"I liked this movie.<br /><br />No one I know likes it, but I do.<br /><br />I didn't like it as much...",positive,positive,True,0
This is a great Western story with outstanding veteran actors who made this film great entertainment...,positive,positive,True,0
"The theatrics and the drama included in the movie is fantastic, but the facts and the research is fa...",negative,negative,True,0
I saw this movie when I was about 12 when it came out. I recall the scariest scene was the big bird ...,negative,positive,False,0
"This is the kind of movie that people of a certain age will say of ""I didn't think they made movies ...",positive,"sitive

review: i",False,2
This is a film that has to be taken in context. It shouldn't be seen unless you've seen the first tw...,positive,positive,True,0
If you're in the mood to laugh at a truly bad movie (bad in the way only Ken Russell at his worst ca...,negative,"gative

review: i",False,2
Director Nico Mastorakis has made a cynical cash-grabber (by his own admission) that is too cynical ...,negative,negative,True,0
"WARNING!!! SOME POSSIBLE PLOT SPOILERS, AS IF THAT WAS POSSIBLE!!!<br /><br />Okay, if you haven't f...",negative,negative,True,0
Reba sucks. It sucks hard. It's about this awful country singer attempting comedy. They might as wel...,negative,negative,True,0
I watched this movie the night it premiered on MTV. Usually to me MTV Movies are kind of stupid but ...,positive,positive,True,0
Of course I'm a bit prejudiced but for the time it was the most accurate portrayal of Marines ever s...,positive,positive,True,0
This is speculation. This movie could of inspired Paramount Pictures to film the movie The Core. Bot...,positive,positive,True,0
"I appear to be in the minority, but I thought ""Radio"" was pretty awful. It seemed to contain almost ...",negative,negative,True,0
"It was funny because the whole thing was so unrealistic, I mean, come on, like a pop star would just...",negative,negative,True,0
This movie was on the pay channels today and I had nothing to do so I had it on. This has to be the ...,negative,negative,True,0
"Island of Death is not really a good movie, by any standard, but it is a curious one. Imagine if Nat...",negative,negative,True,0
"This is one of the better sci-fi series. It involves character development, a few really tensionate ...",positive,negative,False,0
"I can't say what knowing the source for this movie adds, but this is one of my favorite films from P...",positive,positive,True,0
George & Mildred - The Movie lacks the talents of its TV writer John Mortimer who brings the close q...,negative,negative,True,0
This two disc set is incredible! If you're like me and never had the opportunity to actually see the...,positive,positive,True,0
Seagal was way off the mark with this film. I'm a fan of his and come to expect cool fight scenes an...,negative,negative,True,0
"I didn't even watch this whole movie. Now, I like 50's sci-fi movies even when they are wildly inacc...",negative,"gative

review: i",False,2
This film is so 1980's and that is what I like so much about it. It does an excellent job of conveyi...,positive,positive,True,0
Tenacious D: in The Pick of Destiny tells the fictional tale of the formation of the band Tenacious ...,positive,positive,True,0
I saw this episode of Masterpiece Theatre and immediately came to IMDb to look it up. I was greeted ...,positive,positive,True,0
"Even for sci-fi this movie is movie is a little out there. Alright, more than a little... My first t...",positive,positive,True,0
"I saw this at the BendFilm Festival Friday amid an unsettled crowd of people, not helped by a poor d...",positive,negative,False,0
"With great expectations I went to see this film, Spain's contribution to the Oscar-race this year. P...",negative,negative,True,0
I finally rented this video after searching for it for many months. Initially I only wanted to see i...,negative,positive,False,0
"I am new at this, so bear with me please. I am a big fan of Surface. I thought the script and the co...",positive,negative,False,0
Now this is the sort of film we used to get weekly . Now-a-days it is rare to see a drama that depen...,positive,"sitive

review: i",False,2
Any horror film that casts Robert Englund (Freddie Kruger!) then kills him in the opening 5 minutes ...,negative,negative,True,0
Dude...I liked Buffy and Angel as much as the next sci-fi freak...but this is too much. The worst le...,negative,negative,True,0
"Thomas Mann's controversial novel is the basis for the film ""A Death in Venice. "" Although in the bo...",positive,positive,True,0
"This movie looked like it was shot with a video phone, it had very little plot and unnecessary nudit...",negative,negative,True,0
This has got to be the most appalling abuse of the word comedy ever witnessed.It is simply not funny...,negative,negative,True,0
"As you can see I've submitted 2 comments about this show since 1991....and no, ITV have still not ma...",positive,negative,False,0
Well made documentary focusing on two Sudanese refugees who get resettled in the United States. It's...,positive,positive,True,0
I first heard of this film from a friend. She loved it and always watched it. When she told me about...,positive,positive,True,0
George Sanders playing the Saint for the penultimate time does a good job out of a good script - wit...,positive,positive,True,0
This film is bone chilling in a way that is hard to describe. While it is fairly accurate in its des...,positive,negative,False,0
If you haven't seen this movie than you need to. It rocks and you have to watch it. It is so funny a...,positive,positive,True,0
It's a rare sensation to come across a film so embarrassing that you feel an urge to turn away from ...,negative,negative,True,0
Overrated mob comedy. Director Demme makes the actors pause after some funny lines to let audience l...,negative,negative,True,0
When i saw the first octopus movie it was a laugh see the cheesy acting and appalling effects. This ...,negative,negative,True,0
"Uncle Frank is everyone's uncle. This documentary covered all aspects of aging in America, the lonli...",positive,positive,True,0
"<br /><br />The kind of movie that demands too much from the audience, yet to disappoint most of the...",positive,positive,True,0
This comes close to the worst movie I've ever seen. The writer starts you out in a way that you'll s...,negative,negative,True,0
Let me first start out by saying 1 out of 10 is too good for this movie. It's unfortunate that IMDb ...,negative,negative,True,0
"I've watched a lot of TV through the years. So much, that when I start seeing new shows that basical...",negative,negative,True,0
I'm working my way through the Horror Classics 50 Movie Pack Collection and THE MAD MONSTER is one o...,negative,negative,True,0
I didn't think this movie was very good at all. Basically they took a bunch of one-liners from vario...,negative,negative,True,0
I should know better. I've seen too many of Rob Lowe's early work to expect anything good from this ...,negative,negative,True,0
"this movie is honestly the worst piece of rubbish i have ever seen. this is slow, plot less and bori...",negative,negative,True,0
... why watch a TV drama (billed as a comedy) in which none of the characters are likable or even in...,negative,"ve

review: i",False,2
"Okay, it's a movie for children, and it's not one of those movies that adults will enjoy as well. Ho...",negative,negative,True,0
"I'm not sure this film could ever match the first one, even if it starred the original seven (notwit...",negative,negative,True,0
"From watching the trailer, the movie looked pretty interesting. The production of the movie is also ...",negative,negative,True,0
"here in Germany it was only shown on TV one time. today, as everything becomes mainstream, it's abso...",positive,positive,True,0
John Cusack stars as Hoops in this silly little movie that has to be one of the best of the eighties...,positive,positive,True,0
Luchino Visconti has become famous to the world after his marvelous production THE LEOPARD. Movie fa...,positive,positive,True,0
"What a shame that some good talent was wasted. This is a tedious and overly self-conscious movie, th...",negative,negative,True,0
"A cheesy ""B"" crime thriller of the early '50, the story is droll, the characters wooden, Allison Hay...",negative,"eutral

review: lars",False,2
"""Tart"" is a pathetic attempt at film making which wanders around and among a bunch of Manhattan teen...",negative,negative,True,0
"Lovingly crafted and terribly interesting to watch Garfield's gritty, breakthrough performance (intr...",positive,positive,True,0
"London 1862, a young orphan named Susan Trinder (Sally Hawkins) grows up amongst the petty thieves k...",positive,positive,True,0
"I saw this movie on it's opening night, and enjoyed it. I probably would have enjoyed it more if I h...",positive,positive,True,0
"I can't stand people who comment on this program or other HBO programs as ""too graphic"" or ""unnecess...",positive,"eutral

review: i",False,2
This is a great late night movie! What I mean by that is that I truly have enjoyed playing my $3.00 ...,positive,positive,True,0
Mystery Science Theater 3000 would have not been able to bring any redeeming quality to a showing of...,negative,negative,True,0
I've always said that there's nothing to beat the original form: the comics. I've been proved right ...,negative,"gative

review: i",False,2
"<br /><br />""Lets swap Murders- your wife, my father""- seemingly innocent conversation between two s...",positive,positive,True,0
Okay. Here's the thing. I've read through the comments of other viewers --- some trashing the film a...,positive,positive,True,0
This film was just on two nights running on ITV1.. dear oh dear. Someone actually bought this on the...,negative,negative,True,0
"I saw this movie on TV and loved it! I am a real disaster film fan, and this one was great. The cast...",positive,positive,True,0
"I'd have to agree with the previous reviewer: This film has awesome animation, but has problems thro...",negative,negative,True,0
I cant believe how many excellent actors can be on one show. It's the realism and fine acting that m...,positive,"itive

review: i",False,2
Justine cannot find the perfect mate to make her first time the perfect one. With geek friend in tow...,negative,negative,True,0
"I've tried watching it twice, though I haven't been able to make through either episode. For me, it'...",negative,negative,True,0
"Maybe my rating should have been a 9, but the film absolutely stunned me when viewing it first time ...",positive,positive,True,0
"Where Da Vinci code introduced us to Dr. Robert Langdon and his knack for solving puzzles, Angels an...",positive,positive,True,0
"I saw this at a test screening in Chatsworth a week or so ago, and went with a bunch of my girlfrien...",positive,positive,True,0
This movie bombed at the box office and in the voting here but I loved it. One measure of a movie's ...,positive,positive,True,0
I totally disagree with the comments of one of the critics before me who bashed the film. Having rea...,positive,positive,True,0
I saw this movie years ago and I never forgot it. The theme is very timely. It was on TCM this morni...,positive,positive,True,0
I waited long to watch this movie. Also because I like Bruce Willis. The plot was quite different fr...,positive,positive,True,0
This is the worst exercise in middle class pretentiousness yet to hit our television screens. I unfo...,negative,negative,True,0
"The parallels between this film and ""Captain Walrus"" (an independant film shown at the Team Projecti...",negative,negative,True,0
"Created by Dennis Spooner, 'Department S' was a glossy thriller show about an offshoot of Interpol, ...",positive,positive,True,0
This is one of four 1970s movies by TV writer Lane Slate about sensationalistic murders in small tow...,negative,negative,True,0
Detective Sergent Vince De Carlo (James Luisi) and company are on the case of a vicious Serial Kille...,negative,negative,True,0
this movie is the worst EVER!!! sorry but this was a total waste of good hours. quasi-psychology and...,negative,negative,True,0
"I saw this film much like Skywalker02 did, but when I could manage to see it again and with formal f...",positive,positive,True,0
"It's sometimes difficult to watch such self-avowed ""message films"" from an earlier, seemingly-simple...",positive,positive,True,0
I was extraordinarily impressed by this film. It's one of the best sports films I've every seen. The...,positive,positive,True,0
Let's just say that it might be the worst movie I've ever seen. On the front of the box of the movie...,negative,negative,True,0
this movie was really bad. it has that quality that a lot of indie movies have: moments of humor fil...,negative,negative,True,0
"This movie is all about blaxploitation, there is absolutely no plot at all. A pimp stops some bad gu...",positive,negative,False,0
Upon writing this review I have difficulty trying to think of what to write about. Nothing much happ...,negative,negative,True,0
"S l o w, l o n g, d u l l. . .<br /><br />Oh my god, dull. <br /><br />Characters so annoying - you'...",negative,"ative

review: i",False,2
"Rififi deservedly gets a lot of mention for the famous heist scene, and, indeed, that scene deserves...",positive,positive,True,0
I saw this at the San Francisco Independent Film Festival and liked it a lot. It worked for me as a ...,positive,positive,True,0
I just saw this movie tonight. Coming into it I thought it would be good because I like Natalie Port...,positive,positive,True,0
"I went to see this movie with a lady freind of mine, who doesn't like heist movies. But she enjoyed ...",positive,positive,True,0
Avoid this one! It is a terrible movie. So what if it is very exciting? All it is is just pointless ...,negative,negative,True,0
"I have only see three episodes of Hack, starring David Morse, and it looks as though I've missed 37 ...",positive,positive,True,0
"Movies about U.F.O.'s are always a nice way to kill some time, so on a rainy Sunday evening I picked...",negative,negative,True,0
The casting of Robert Culp is probably the only decent move the production team made with this film....,positive,negative,False,0
This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole...,negative,negative,True,0
"I rented this movie under the impression that it was ""Scarecrow 3:Dark Harvest"", thinking it was a c...",negative,negative,True,0
One wonders how FLYNN could have failed so badly as a cinema release in 1997 with Guy Pearce aptly i...,negative,negative,True,0
"Let Freedom Ring was probably made with the best of intentions, but it sends out a curious mixed mes...",negative,negative,True,0
There is no real story the film seems more like a fly on the wall drama-documentary than a proper fi...,negative,negative,True,0
<br /><br />Oh my word!! I have never seen a film so lacking in any kind of moral judgement or consi...,positive,positive,True,0
"As you can see, I loved the book so much I use the title for my internet alias and have for over 15 ...",positive,positive,True,0
A terrible movie that is amateurish on almost every level - a boring and derivative screenplay fille...,negative,negative,True,0
"It has been almost 50 years since I saw ""Jennifer"" for the first and only time. I did not know the n...",positive,positive,True,0
A huge cast gathered for this remake which sadly was a box office failure notwithstanding a great so...,positive,positive,True,0
I was 19 in 1970 when it came out and having heard how funny it was when it came out and reading the...,negative,negative,True,0
I realize most people don't know who Solomon Kane is and that the film is pitched at that much large...,negative,negative,True,0
I swear I didn't mean to! I picked this out only since it looked good on the back! This movie wasn't...,negative,negative,True,0
"Daniel Percival's ""Dirty War"", a BBC production made for television was shown recently on cable. The...",positive,positive,True,0
"I wanted to see this movie because I am a very huge Abbott and Costello fan, and when I saw it, I li...",positive,positive,True,0
Susan Slept Here turned out to be Dick Powell's swan song as a performer on the big screen. Of cours...,negative,negative,True,0
"In 1990 I saw Kathy Ireland in person - I was at UNT in Denton during the filming of ""Necessary Roug...",negative,negative,True,0
This movie is not worth the time it takes to put it in the VCR or DVD player! Michael Dudikoff and L...,negative,negative,True,0
This is the kind of film that I am wondering why anybody would have considered doing it from the beg...,negative,negative,True,0
"Firstly, few colleges allow students to take courses from their parent's lover. Secondly, few women ...",negative,negative,True,0
"On one Thursday evening at 10:00pm, my local west coast ABC affiliate aired the pilot episode of ""No...",negative,negative,True,0
"Before I begin, let me get something off my chest: I'm a huge fan of John Eyres' first film PROJECT:...",negative,negative,True,0
"Tromeo and Juliet is perhaps the best Shakespeare modernization I have ever seen, not that there's m...",positive,positive,True,0
This was a very nice concert by the one and only MJ. The choreography was excellent and the costumes...,negative,positive,False,0
"I agree with ""johnlewis"", who said that there is a lot going on between the lines in this film. Whil...",positive,"tive

review: i",False,2
Flashes of lightning; a sprawling cemetery; the name of Adam 'Batman' West: all pop up on screen bef...,positive,"sitive

review: i",False,2
"The story in this movie is fairly implausible B grade stuff, but the script called for a creepy guy ...",positive,positive,True,0
This movie was really stupid and I thought that it wasn't so bad and I could tolerate a movie about ...,negative,negative,True,0
"This was one of the biggest pieces of crap I have ever had to watch. I mean, seriously. How would an...",negative,negative,True,0
"This movie is not for those expecting a martial-arts extravaganza. As for historical accuracy, I wil...",positive,positive,True,0
A nice and pleasant movie full of meditteranean sceneries (Cephallonia is a very beautiful greek isl...,positive,positive,True,0
"This film is about Xavier, an Erasmus exchange student from Paris who spends one year in Barcelona. ...",positive,positive,True,0
Probably the best Royal Rumble in years.<br /><br />Match 1 sees Edge battle Shawn Michaels in a goo...,positive,positive,True,0
"Because of the depth of his character studies and complexity of story lines, James Joyce's works do ...",positive,positive,True,0
The 1978 adaptation had all the ingredients of a potentially wonderful film. It is based on an absol...,positive,positive,True,0
Actor turned director Liev Schreiber (The Sum of All Fears) does an above average screen version of ...,positive,positive,True,0
"This movie is a sleeper - I've watched every miniseries that was ever on TV, some many times, and th...",positive,positive,True,0
"In a genre by itself, this film has a limited audience and narrow appeal coupled with a subtle under...",positive,positive,True,0
Bridges's drama about a reporter who discovers some flaws in the safety precautions taken at a nucle...,positive,positive,True,0
"For a feature film, the plot closely follows history--or at least historical gossip. But then the Ch...",positive,positive,True,0
"This is probably one of the best thrillers I have ever seen. It has action, but not this bullet-flyi...",positive,positive,True,0
I really tried to like this film about a doctor who has the possibility of a new life with a young w...,negative,negative,True,0
I watched this film recently for the first time in over 30 years and was very pleasantly surprised. ...,positive,positive,True,0
"For connoisseurs of bad movies, Galaxina is a true gem. With truly horrid dialog, acting, and direct...",negative,positive,False,0
"This film is a third rate attempt at a compelling, moody thriller and fails miserably on all three c...",negative,negative,True,0
"This is a romantic, albeit cheesy movie that is one of my all time favorites. It is one of the many ...",positive,"sitive

review: i",False,2
"This movie is not worth a descend review, it just made me decide that I am not going to go see the n...",negative,negative,True,0
"I have been a ""huge"" rush fan ever since ""moving pictures"" and this concert is simply and example to...",positive,positive,True,0
Mary Pickford plays Annie Rooney--the daughter of a cop that lives in the tough part of town. She is...,positive,"eutral

review: i",False,2
I was sitting at home and flipping channels when I ran across what potentially sounded like an inter...,negative,negative,True,0
"A snore gore. I saw this piece of horrible, stinking, worthless, junk at the Cameo Movie House (Now ...",negative,negative,True,0
"For a film by a first time director, this is a simply amazing little film, though I have to admit th...",positive,positive,True,0
"This movie is really stupid and very boring most of the time. There are almost no ""ghoulies"" in it a...",negative,negative,True,0
"1st watched 7/29/2001 - 4 out of 10 (Dir-Mark Dindal): Fast-paced, frantic animation effort by Ted T...",negative,negative,True,0
You would really need to remember the Monkees and have a clear understanding as to where and how the...,positive,positive,True,0
Cute idea to have Dionne Warwick do the song vocals for this movie-adaptation of Jacqueline Susann's...,negative,negative,True,0
This is the third movie in a month I have watched that did not go the way I expected. The first two ...,negative,negative,True,0
"Piper, Prue and Phoebe bring Dr. Griffiths to the Manor in order to try and save him from The Source...",positive,positive,True,0
"What I find remarkable about this terrific film, is that Altman, the crazy and wild guy that he is, ...",positive,positive,True,0
"OK, the very idea is ludicrous.<br /><br />1. Kids don't own planes 2. Kids don't race planes with d...",negative,negative,True,0
This has to be one of the worst films I have ever had the misfortune to see. The general idea of a c...,negative,negative,True,0
To even say that this film is Sebastien's work at his best just tell you everything you have to know...,negative,negative,True,0
"For all the cast and crew who worked on this excuse for a movie, another payday in L.A. For any audi...",negative,negative,True,0
"This is a comedy/romance movie directed by Andy Tennant, starring Will Smith, Eva Mendes and Kevin J...",negative,"gative

review: i",False,2
Grabbed my attention on Netflix Instant Play because it was only an hour and a half long (it's neari...,positive,positive,True,0
"This film is about a party put together by the high school ""scary girl."" Per the illogic of these so...",negative,positive,False,0
I've seen this movie a few times and with each viewing I still feel the excitement of embarking on a...,positive,positive,True,0
"*POSSIBLE SPOILERS*<br /><br />I thought Pitch Black to be quite enjoyable, with some nice effects--...",positive,positive,True,0
"I wasn't expecting a great deal from this film, so I was pleasantly surprised when I watched it and ...",positive,positive,True,0
<br /><br />What more can you ask for? A great screenplay based on one of the finest plays of the la...,positive,"sitive

review: lars",False,2
"Me and my roommate got free tickets for a Pre Screening I guess you would call it in Atlanta, GA at ...",positive,positive,True,0
In the middle of The Hole I e-mailed a friend of mine to summarize it. Not sure if the film would br...,positive,"sitive

review: i",False,2
"I myself am a physics student, and I have to say I think this is one of the best 'popular' introduct...",positive,positive,True,0
"In the tradition of ""neo"" film noir flicks like ""Chinatown"", this film focuses on a crime mystery in...",positive,positive,True,0
"The Women (2008) by Diane English is sadly such a waste of talent. With Annette Benning, Candice Ber...",negative,negative,True,0
"Beginning where it left off, Doctor Who, Rose, her alternative dad, Mickey, his alternative counterp...",positive,negative,False,0
The Lubitsch's Touch is more than ever in this film. Humour at anytime and very subtle. The plot is ...,positive,positive,True,0
I have seen this film on a Sunday evening and I must say there is no better way to end the weekend. ...,positive,"sitive

review: i",False,2
"Hmmmmmmm - cheerleader massacre. Let me think - high school girls get sliced up, except the cute one...",negative,negative,True,0
"It's not fair. I was really expecting this to be a hilarious, entertaining movie. I mean, I like Dra...",negative,negative,True,0
"Jack Frost 2, is probably the most cheesiest movie I have ever seen in my life. The complete title o...",positive,positive,True,0
This is a great TV movie with a good story and many comic moments thanks to the excellent cast.<br /...,positive,positive,True,0
"He did one at Christmas to try and bring back a number one song, and now the terrific Justin Lee Col...",positive,positive,True,0
Emraan Hashmi post MURDER did some good roles in Bhatt films but other director just made use of his...,negative,negative,True,0
"Bam Margera of the Jackass fame is back with his own reality show, and not only is it not as funny a...",negative,negative,True,0
"""Half Empty"" is a hilarious musical about the eternal optimist in this case, a self-help book write...",positive,positive,True,0
"This DVD is barely 30 minutes long, and has dull interviews that reveal that the average Slipknotian...",negative,negative,True,0
"this film sucks a big one. so many holes in the plot. if the devil is invincible, why does he requir...",negative,negative,True,0
"Witticisms, colorful characters, family relationships, coping with hardships, living with fun and hu...",positive,positive,True,0
I just watched Descent. Gawds what an awful movie. Right off the bat they depict a lava geyser and a...,negative,negative,True,0
This is a whodunnit in the Hitchcock tradition. You are kept in the dark as suspects come and go. De...,positive,positive,True,0
"It infuriates me no end that, now and forever, I will have to identify this movie (which I consider ...",positive,positive,True,0
"Definitely not your typical Polizia, Redneck just never worked for me. The movie tells the story of ...",negative,negative,True,0
===========BIG SPOILER================================== This is a terrible movie with no likable ch...,negative,negative,True,0
Barbara Payton is the suppose-to-be sultry sexy young hot Chickie wife of the geezer plantation owne...,negative,negative,True,0
I had never seen this movie before it aired on a local cable sci-fi network. It reminded me of the I...,positive,positive,True,0
"One of the better teen comedies to be filmed during the 80's, Valley Girl has a young Nicolas Cage i...",positive,positive,True,0
"The intricate plot, great visuals, the world's greatest car chase ever make this movie a lot of fun ...",positive,positive,True,0
"I came across this movie on TV. I hadn't heard of it before and almost changed the channel, but it q...",positive,positive,True,0
"This film is hard to knock. It follows in the tradition of Pulp Fiction, yet succeeds further by sta...",positive,positive,True,0
