shots,retries,text_preview,final_prediction
20,2,"I have now suffered through Parts, The Clonus Horror.<br /><br />To have the word horror in the titl...","egative

review: i"
20,2,"As I don't have a TV, and had never heard of this mini-series, I didn't know what to expect from The...","egative

review: i"
20,2,"This movie reminded me a lot of a song by the Dead Kennedys called ""Straight A's."" However, unlike t...","egative

review: i"
20,2,"This show, Paranormal State, has an almost ""Blairwitch Project"" feel to it. As in, you're watching a...","egative

review: i"
20,2,"Kairo, or Pulse as it's known amongst English speaking audiences, is set in Tokyo & starts as Sunny ...","egative

review: i"
20,2,"This is a beautiful, yet simple movie about one man, driven to find an answer, an answer he doesn't ...","ositive

review: i"
20,2,"I saw this movie in its brief run in ""art house"" cinema in '69. I found it so funny that I literally...","ositive

review: i"
20,2,"If you value your life in any way, shape, or form, you will do yourself a courtesy and pass by this ...","egative

review: i"
20,2,"OK, well, no one in their right mind(s) would pick up a movie titled ""The Man with the Screaming Bra...","ositive

review: i"
20,2,A professional production with quality actors that simply never touched the heart or the funny bone ...,"egative

review: i"
20,2,let me get started with a terrible storyline and an awful control system. good animation but not too...,"egative

review: i"
20,2,I own this video as well as the concert version of the musical with Patti Lupone and George Hearn wi...,"ositive

review: i"
20,2,"This movie is dated in so many ways, it's sensational. You can either laugh at it or shake your fist...","egative

review: i"
20,2,"Now, this movie is the worst i have ever seen!! It is simply a disaster. I think it's really a sick ...","egative

review: i"
20,2,"I saw this film at the 2004 Toronto International Film Festival. Since I work in the wine business, ...","ositive

review: i"
20,2,You should never ever even consider to watch this movie! It is absolutely awful! This isn't an overs...,"egative

review: i"
20,2,"I saw this on TCM recently and, through the IMDb I found that there were seven ""Crime Doctor"" movies...","ositive

review: i"
20,2,The Aristorcats is a hilarious film that not many people have seen. Clearly not that many because it...,"ositive

review: i"
20,2,"Just what is the point of this film? It starts off as one film, then changes track, cheating us of a...","egative

review: i"
20,2,Week after week these women just sweep all the men of their feet. Get real. None of these women are ...,"ative

review: i"
20,2,"To be brief, the story is paper thin and you can see the ending coming from a mile away, but Gene Ke...","egative

review: i"
20,2,"Since I am not a big Steven Seagal fan, I thought this was a pretty good movie. It is apparent that ...","egative

review: i"
20,2,"First of all, the nature in the movie is beautiful, and there is a bit of Mongolian music. Well, the...","egative

review: i"
20,2,"See.. I really wanted to enjoy this movie. There were moments when my heart beat faster, when the ha...","gative

review: i"
20,2,Black and white satire of a Madison Avenue ad agency being taken over by blacks. They're headed by P...,"egative

review: i"
20,2,"What is it about the French? First, they (apparently) like Jerry Lewis a lot more than the US does. ...","egative

review: i"
20,2,"This is a piece of celluloid CRAP. You can tell when you are watching a ""wanna be"" mafia film....and...","egative

review: i"
20,2,"I had never seen a film by John Cassavetes up until two years ago, when I first saw THE KILLING OF A...","sitive

review: i"
20,2,"Cactus Flower is what I call a ""pizza movie"" -A personal favorite that never fails to satisfy. Perfe...","ositive

review: i"
20,2,"Young couple on the road, minding their own business and having casual sex in their car during broad...","egative

review: i"
20,2,With No Dead Heroes you get stupid lines like that as this woefully abysmal action flick needs to be...,"egative

review: i"
20,2,Enough talent and sincerity went into making this film that I wish it turned out better. Everyone is...,"egative

review: i"
20,2,I have watched this movie quite bemused. I am not sure whether it was attempting to be a horror gore...,"egative

review: i"
20,2,"You know I only watched 15 minutes of this film, so I can't really describe how great it is. I mean ...","egative

review: i"
20,2,"COMING on the heels of that 1970's ""Blackploitation"" Era, CONRACK (20th Century-Fox, 1974) offered a...","ositive

review: i"
20,2,This is an astonishing film: a romantic thriller with a convoluted but perfectly constructed and dev...,"ositive

review: i"
20,2,This short film doesn't get there. Cliche' and not very funny attempt at dark humor. Humor isn't fun...,"egative

review: i"
20,2,Since Jason and his ilk took over horror films circa 1980 most every horror film has involved a grou...,"egative

review: i"
20,2,Thank you The FilmZone for showing this sleazy soft core sex flick at 1 a.m. I truly enjoyed it. To ...,"sitive

review: i"
20,2,"After searching for 6 months, I finally found this DVD. All I can say is it was damn well worth the ...","ositive

review: i"
20,2,Mr Baseball was a fun video rental with my Fiancé Susan Nauss. Susan said that she had been looking ...,"ositive

review: i"
20,2,"Zeke Rippy (Mic) is great, you totally believe his character. And it's scary as hell, I spent half t...","ositive

review: i"
20,2,After watching this for 15 minutes I knew how it would end. Its a cliché film with a stupid setup. I...,"egative

review: i"
20,2,Harrison Ford plays Sergeant Dutch Van Den Broeck of the District of Columbia Police Department. He ...,"egative

review: i"
20,2,Simply awful. I'm including a spoiler warning here only because of including a coupla jokes from the...,"egative

review: i"
20,2,"Cult starts 20 years ago on the 'Quinling Mountain Range, Southern China' as a guy called Owen Quinl...","egative

review: i"
20,2,"Okay, first the good thing : If you saw the trailer then you know about 100% of the ""scary/jumpy"" mo...","egative

review: i"
20,2,it's embarrassing I had like 3 minutes on my way to a job to stop at the video store and it was 2 fo...,"tive

review: i"
20,2,"Some may think Imaginary Heroes is a movie exactly like ""Igby Goes Down"" but it isn't. In Imaginary ...","ositive

review: i"
20,2,This lasted several years despite the late hour it was on.<br /><br />Like a lot of 80's crime drama...,"ative

review: i"
20,2,"This short, a formative cartoon featuring Pepe Le Pew, concerns a cat who thinks he'll solve all his...","ositive

review: i"
20,2,"Terrific, deeply moving crime thriller starring Andy Lau and Lau Ching Wan.<br /><br />From the dizz...","ositive

review: i"
20,2,"The only pure life, is one that ends with a signature in blood.<br /><br />So says Mishima anyway, a...","ositive

review: i"
20,2,MGM tried pairing up and coming young men with the Divine One to give them exposure and try them out...,"egative

review: i"
20,2,"To begin with, I have to admit I've never been a big fan of the Dutch movie-genre. Unfortunately wat...","egative

review: i"
20,2,"Want a great recipe for failure? Take a crappy, leftist political plot, add in some weak & completel...","egative

review: i"
20,2,One of the most boring movies I've ever seen. Three immature young people have sex and talk about ve...,"egative

review: i"
20,2,Aghhhhhh! What a disappointment. A perfectly good hunk like Antonio Sabato Jr and nothing but embarr...,"gative

review: i"
20,2,"I actually own this movie which is the MST3K version called ""Cave Dwellers"" which is really the only...","egative

review: i"
20,2,"This is yet another pseudo-intellectual ""let's make the Nazis look real bad"" movie. The Nazis were p...","egative

review: i"
20,2,"8/2008. When I originally wrote my comments, shortly after first seeing this film, I took a critical...","ositive

review: i"
20,2,"We bought the DVD of ""Walking with Dinosaurs"" and have been nearly ecstatic over the things that are...","itive

review: i"
20,2,"Let's get one thing straight, this gets an 7 out of 10 not on a normal scale, but out of the bad mov...","ositive

review: i"
20,2,This is an unusual film because although it was made by Twentieth-Century Fox because it's one of th...,"ositive

review: i"
20,2,"With Matthias Hues on the cover and only $3.00, i had to buy it. I enjoyed some moments, like Hawks ...","egative

review: i"
20,2,The not the best movie in the world???? That was an understatement. I personally didn't like this mo...,"egative

review: i"
20,2,"While HOUSE OF WAX will never be mistaken for Texas CHAINSAW MASSACRE or HALLOWEEN, it does try and ...","ositive

review: i"
20,2,"Wow, just caught this movie from Blockbuster and I love finding gems like this. While it was definit...","ositive

review: i"
20,2,This film just won the best film award at the Cleveland International Film Festival. It's American t...,"ositive

review: i"
20,2,"I've become a big fan of the Carpenters, and I didn't really enjoy this movie.<br /><br />I feel it ...","egative

review: i"
20,2,I have fond memories of watching this when it came out. It's one of those films that you know is rub...,"egative

review: i"
20,2,"I'm not a huge fan of Lucio Fulci's films. Most of his 80s gore films had their moments, but often c...","ositive

review: i"
20,2,"A fun filled romp, full of silly if not sometimes cruel jokes. Not the best of movies, but definitel...","ositive

review: i"
20,2,This is easily one of the worst movies i have ever seen. There is so much at the house that goes wro...,"egative

review: i"
20,2,The Falcon and the Snowman is the true story of two college-age rich kids from L.A. who become spies...,"egative

review: i"
20,2,The new celebrity deathmatch is terrible. They kill off the popular people and make the low budget c...,"egative

review: i"
20,2,"The story, as I understand, is ""based on real events."" That can be either good or bad, depending on ...","egative

review: i"
20,2,"Before seeing the sneak preview today of Angels & Demons, I cleared my mind of any uncertainties tha...","ositive

review: i"
20,2,An obscure horror show filmed in the Everglades. Two couples stay overnight in a cabin after being m...,"egative

review: i"
20,2,Horses on Mars is a wonderful journey taken by very small creatures. It doesn't have to work hard to...,"ositive

review: i"
20,2,"""Mr. and Mrs. Smith"" is one of the not too well known early American Hitchcock's movie. But if ""Life...","gative

review: i"
20,2,"During the 1990's, several attempts have been made to revive old Matsumoto's series. Yoshinobu Nishi...","egative

review: i"
20,2,"This educational show focused on emotions, interactions, and relationships. It was produced at Detro...","ositive

review: i"
20,2,There is a great danger when you watch a film that had had such a profound affect on you the first t...,"ive

review: i"
20,2,This movie was an absolute waste of time. It's nothing but a wanna-be gangster movie. It contains a ...,"egative

review: i"
20,2,"everyone is a genius in something. Albert Einstien was a genius in science, William Shakespeare was ...","ositive

review: i"
20,2,A brilliant Sherlock Holmes adventure starring the brilliant Basil Rathbone and Nigel Bruce. Despite...,"ositive

review: i"
20,2,"I actually trawled through the entire set of reviews, searching for the ones which gave this film le...","egative

review: i"
20,2,"Used to watch this when i was very little, then used to watch my videos. Now i watch the DVDs, i lov...","ositive

review: i"
20,2,"I like dark humor and non-PC stuff, but not if it is with no purpose but to elevate yourself. Bashin...","egative

review: i"
20,2,I am insulted and angry over the idea that a sequel to 'Gone with the Wind' should EVER have been un...,"egative

review: i"
20,2,"Cleopatra 2525 is a very funny, entertaining show. You shouldn't take all the show seriously, but if...","ositive

review: i"
20,2,It has been widely agreed that Hayao Miyazaki is a master at his craft when it comes to combining ri...,"ositive

review: i"
20,2,You would really need to remember the Monkees and have a clear understanding as to where and how the...,"ositive

review: i"
20,2,"A very weird, psychedelic, esoteric, (and did I say weird? :) experience.<br /><br />But on at least...","ositive

review: i"
20,2,The Elegant Universe brings to light many ideas of the universe and existence. After watching this d...,"ositive

review: i"
20,2,Poor Jane Austen. This dog of a production does NOT do her wonderful tongue in cheek novel any justi...,"gative

review: i"
20,2,Reanhauer (Bill Roy) is the leader of a desert-dwelling cult who tries to resurrect one of his peopl...,"ositive

review: i"
20,2,"Minor spoilers follow, but nothing you won't have learned from reading the back of the DVD.<br /><br...","ositive

review: i"
20,2,"Wow, this film was terrible. It is as simple as that. It is actually the first time that I walked ou...","egative

review: i"
20,2,"I rented ""The China Syndrome"" recently mainly because I read that it was this film that inspired ABC...","egative

review: i"
20,2,The plot of this movie is set against the most terrible war in history of mankind: the violent clash...,"ositive

review: i"
20,2,Negative numbers are not available to convey how bad this movie is! Wooden acting coupled with a sto...,"egative

review: i"
20,2,This story starts at the end ! So the film's opening credits advise us. Unfortunately that's not tru...,"gative

review: i"
20,2,"""One Crazy Summer"" is the funniest, craziest (not necessarily the best), movie I have ever seen.<br ...","ositive

review: i"
20,2,"One of the worst things a film studio can do is exploit the tragedies of others, commercializing a '...","gative

review: i"
20,2,"I saw this film for one reason: the tagline is ""Upset the head and you're dead!"" Cracking. It's not...","egative

review: i"
20,2,"As everyone knows, nobody can play Scarlett O'Hara like Vivien Leigh, and nobody can play Rhett Butl...","egative

review: i"
20,2,If you want to waste a small portion of your life sit in front of this predictable zombie film. It f...,"gative

review: i"
20,2,One commenter said if you like Austin Powers you will like this movie. I liked Autin Powers and was ...,"egative

review: i"
20,2,What has to change in today's attitude towards films like Boogie Nights is the approach. The approac...,"egative

review: i"
20,2,It would appear that some previous reviewers may have had their expectations set a bit too high goin...,"ositive

review: i"
20,2,"Latter days is the best gay movie of the homosexual genre. Most of the films entail sappy stories, o...","ositive

review: i"
20,2,"Last night, I am sitting in my TV room, beer in hand, bowl of pretzels on the TV tray & I decide to ...","egative

review: i"
20,2,"I have seen this movie twice now on cable. The first time I saw it, it caught me by suprise. The ska...","ositive

review: i"
20,2,"Since many other users have already explained and commented the storyline, I won't do it.<br /><br /...","ositive

review: i"
20,2,"This picture doesn't have any big explosions or expensive chase sequences. However, it does have rea...","ositive

review: i"
20,2,"You know, this is one of those ""Emperor's New Clothes"" films. It's like, so off the wall and strange...","egative

review: i"
20,2,"Veteran British television director Alan Gibson's ""Dracula A.D. 1972"" qualifies as one of the least ...","egative

review: i"
20,2,I had a hard time staying awake for the two hour opening episode. It was dumbed down to such an exte...,"egative

review: i"
20,2,the worst sequel I've ever seen. really awful songs which is upsetting considering how fantastic the...,"gative

review: i"
20,2,Here's another entertaining Clint Eastwood action-suspense film. I am not a particularly fan of his ...,"ositive

review: i"
20,2,"This movie was awful, plain and simple. It will probably be revered by those who only see ""films"" an...","egative

review: i"
20,2,"Although the premise of the movie involves a major ""coincidence,"" the actors all do a creditable job...","ositive

review: i"
20,2,iCarly is all that's wrong with the world. All the main characters but Carly's brother and Freddy ar...,"gative

review: i"
20,2,"At the 2005 Phoenix Film Festival, it was no secret which film ranked at the top of everyone's viewi...","ositive

review: i"
20,2,"I love this Disney Movie! Its a real cute movie, and when it comes on again, I will have to make a m...","ositive

review: i"
20,2,"This is the very first Three Stooges short with Shemp that I saw, and it is one of my favorites! <br...","ositive

review: i"
20,2,"It would be something to try and tell someone what Fata Morgana is very simply about. Or, maybe it i...","ositive

review: i"
20,2,His John Dark-Kevin Connor fantasy adventures were a mainstay of Summer holiday movies in the days b...,"ositive

review: i"
20,2,"Kudos to Baxley's DP for making this look like a real movie, the first time that's happened in this ...","gative

review: i"
20,2,I saw this movie one time at a kiddie matinée at the North Park Theater in San Diego in 1959 when it...,"egative

review: i"
20,2,"I love a good Western movie, but this was more like watching a play on stage or an act at the local ...","egative

review: i"
20,2,"First and foremost I would like to say, that before i watched this film i considered myself an accep...","ositive

review: i"
20,2,A while back I bought the Chinese box set of Fist of the North Star which came with all of Fist of t...,"ositive

review: i"
20,2,"The Jaws rip off is the trashiest of the all the Italian 'genres', and director Joe D'Amato is secon...","egative

review: i"
20,2,"As was mentioned by others, could there be any other reason to see this film other than to see forme...","gative

review: i"
20,2,"I like underdogs. So, 12 years after having first seen Star Trek V, and thinking it was bizarrely ba...","egative

review: i"
20,2,"Granny, directed by Boris Pavlovsky (who?), sees eight friends experiencing a night of terror when a...","egative

review: i"
20,2,This movie was a complete disaster for me. There is one thing that movies must have in order to be w...,"egative

review: i"
20,2,"You would have thought, given how much this overblown pile of rubbish must have cost, that the budge...","egative

review: i"
20,2,"Please, why on Earth did Bava had to add insult to injury making this pathetic piece of follow up cr...","egative

review: i"
20,2,"I just happened to stumble to this film and checked IMDb for more information: Score 6,7, well... no...","gative

review: i"
20,2,This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre....,"ositive

review: i"
20,2,"Jim Henson as Kermit, Dr.Teeth, Rowlf and Waldorf.<br /><br />Frank Oz as Fozzie, Piggy and Animal.<...","ositive

review: i"
20,2,"Leland P. Fitzgerald (Ryan Gosling) has committed an unspeakable crime, the stabbing of the retarded...","ositive

review: i"
20,2,Wow this Wrestlemania took place from 3 different cities. This was the very first wrestling pay per ...,"ositive

review: i"
20,2,"This weird movie from Texas is about Fallon, a dilettante rich boy in the late 1800s (although he lo...","ositive

review: i"
20,2,Please do not waste six hours of your life watching this as I did. The fact that I did is not a very...,"egative

review: i"
20,2,James L. Brook is one of those directors who always seems to take a quirky look at life. He isn't on...,"ositive

review: i"
20,2,"A fabulous film,which I have now watched several times over since buying the video only four days ag...","ositive

review: i"
20,2,Wow !! I didn't even know about this movie until I was searching for the name of another Mark Hamill...,review: i
20,2,...I can't believe there are actually people here who recommend this movie... This is such a slow PO...,"gative

review: i"
20,2,"Awful in a whole new way, ANYTHING BUT LOVE probably should be seen by movie buffs--if only as a cau...","egative

review: i"
20,2,Why was this movie made? Are producers so easily fooled by sadists that they'll give them money to c...,"egative

review: i"
20,2,"Not since ""Harold and Maude"" has suicide been so successfully used as the theme for a love story. Th...","ositive

review: i"
20,2,What we know of Caravaggio suggests a strutting brawler with a healthy sense of entitlement who live...,"egative

review: i"
20,2,"Lone Star Productions sure churned them out in the 1930's, and ""Star Packer"" has the feel of one of ...","egative

review: i"
20,2,"I saw this film shortly after watching Moonlight & Valentino with Elizabeth Perkins, Gwyneth Platrow...","egative

review: i"
20,2,1st watched 4/30/2009 - 4 out of 10 (Dir-John Waters): Corny Waters-like comedy musical with some fu...,"egative

review: i"
20,2,"I was fortunate enough to catch a midnight screening of this movie tonight. I must say, I was expect...","ositive

review: i"
20,2,"Regarded as another one of the recent over-the-top drama's brought upon us by Hollywood, this movie ...","ositive

review: i"
20,2,This is one of the most touching films I had ever watched. No movie has effected me the way this one...,"ositive

review: i"
20,2,"I'm glad Cage changed his name from Coppolla and got this part on his own. Light-hearted, no deep th...","ositive

review: i"
20,2,I remember watching Police Squad! when it first came on ABC in 1982 and I thought it was a very funn...,"egative

review: i"
20,2,What has Rajiv Rai done to himself? Once a hit director of films like Tridev and Vishwatama is now m...,"egative

review: i"
20,2,Friz Freleng's 'Snafuperman' is one of the lesser Private Snafu shorts. A warning of the importance ...,"egative

review: i"
20,2,In these modern times (as subject known quite well to the director of the short film that this Germa...,"egative

review: i"
20,2,Many funny scenes about the people that you don't normally pay attention to in a movie and what they...,"ositive

review: i"
20,2,A woman and her aunt go to Scotland to locate her evasive fiancé. This is a much-maligned film becau...,"ositive

review: i"
20,2,I'm really amazed that this got an 88% on Rotten Tomatoes and a nomination for best foreign film at ...,"egative

review: i"
20,2,"I have seen this movie since I was a little girl, and being from New York and remembering how people...","ositive

review: i"
20,2,"A single mom,her son and daughter and their hippie chick friend are camping in the woods.A muscle bo...","egative

review: i"
20,2,"Now, I am going to do this without putting spoilers if I can. My cousin and I were renting movies th...","ositive

review: i"
20,2,Two hours ago I was watching this brilliant movie which overwhelmed me with its imprisoning photogra...,"ositive

review: i"
20,2,"I am profoundly grateful to have seen this movie. The acting is astonishing, the movie itself is pow...","ositive

review: i"
20,2,Unusually cold and silly drama from director Sydney Pollack. Soapy plot revolves around adulterous c...,"egative

review: i"
20,2,"This is a ravishing, yet spare adaption of Thomas Mann's novelette of the same title. Dirk Bogarde g...","ositive

review: i"
20,2,"One of the more interesting films I've seen. Lord Montague is<br /><br />black, Lord Capulet is in c...","ositive

review: i"
20,2,"I don't believe I've seen a horror movie this bad since...hell, I don't believe I've ever seen a hor...","egative

review: i"
20,2,"This is an extraordinary film musically. It made me feel awful that Rodrigues died in 1999, before I...","ositive

review: i"
20,2,Let me begin by saying that I adore the book and loved the A&E miniseries. I was hoping to love this...,"ive

review: i"
20,2,"The movie was slow, the dialogue between actors/actresses felt ""flat"" and basically there was no dev...","egative

review: i"
20,2,"Lazy movie made by a lazy director. The characters are grotesque. Despite the tragic of this war, th...","egative

review: i"
20,2,I am a huge Amy Adams fan and have been for many years. I am also a big fan of musicals. With that s...,"egative

review: i"
20,2,"If you love Vampire lore and are a fan of Gothic horror, then you might want to check out Soul's Mid...","ositive

review: i"
20,2,"I find it terribly ironic that ""left wing"" Hollywood continues to hedge its bets, making these awful...","egative

review: i"
20,2,This is a family movie that was broadcast on my local ITV station at 1.00 am a couple of nights ago ...,iew: i
20,2,"I have watched Grand Champion all the way through at least twice now. I enjoyed the movie's story, t...","ositive

review: i"
20,2,I found it real shocking at first to see William Shakespeare's love masterpiece reworked into a gory...,"ositive

review: i"
20,2,"If your looking for a movie with fantastic music, nice cast and a storyline that is not to difficult...","ositive

review: i"
20,2,I liked this movie way too much. My only problem is I thought the actor playing the villain was a lo...,"ositive

review: i"
20,2,"This film is BORING, BORING, BORING, BORING, and BORING!!! It's not the worse film I ever saw, on th...","egative

review: i"
20,2,if you watch this at home on DVD or Bluray! be sure you have great sound system. the musical score t...,"ositive

review: i"
20,2,Have you ever found yourself watching a film or documentary and having to hold yourself back from sc...,"tive

review: i"
20,2,This odd little film starts out with the story of Bruno (Alex Linz) in a catholic school who has no ...,"egative

review: i"
20,2,"Part of the BBC filming of all of Shakespeare's classic plays, this version of Hamlet does nothing t...","egative

review: i"
20,2,It was inferred by a previous poster that the military would not be subordinate to the police in a d...,"egative

review: i"
20,2,WHAT AN AWESOME FILM!!!!!!!! I came out of the theatre feeling stunned. The film that I had just see...,"ositive

review: i"
20,2,The most self-indulgent movie I have every had the misfortune to<br /><br />rent. Unwatchable. Much ...,"egative

review: i"
20,2,Horses on Mars is an engaging animated short that takes a sometimes comical look at the process of e...,"ositive

review: i"
20,2,"The title suggests that this movie is a sequel to ""An American werewolf in London"". None of the char...","ositive

review: i"
20,2,I love Umberto Lenzi's cop movies -- ROME ARMED TO THE TEETH is my favorite -- and his DESERT COMMAN...,"egative

review: i"
20,2,H.O.T.S. is a fun film for a trip back to when skin flicks had a more positive fun-filled agenda. Th...,"ositive

review: i"
20,2,"1st watched 6/24/2007 - 4 out of 10(Dir-Stefan Rujowitzky): OK thriller, but a little too predictabl...","egative

review: i"
20,2,Weird with unnecessary singing and backdrops. Randomly much of the action will occur on stage giving...,"egative

review: i"
20,2,"I'll admit that I've never seen ""Waiting for Guffman"", 1997's critically acclaimed comedy mockumenta...","ositive

review: i"
20,2,A quick paced and entertaining noir set in Vienna just after W.W.11. Donald Buka is a refugee who ca...,"ositive

review: i"
20,2,The Jungle is more of an adventure than a science fiction movie. The only sci-fi part is the Woolly ...,"egative

review: i"
20,2,IF you love movies about fruity dudes who prance around with a top hats and canes while spouting off...,"egative

review: i"
20,2,Jarl and Moodysson are part of an dying breed of political film makers. The Swedish population shoul...,"egative

review: i"
20,2,"Samuel Fuller knows war, and is one of the only directors in American movie history who could accura...","ositive

review: i"
20,2,"A film for mature, educated audiences...<br /><br />I saw ""Random Hearts"" in an advance screening sh...","ositive

review: i"
20,2,I'm a dance teacher and was looking forward to some good dance routines in this film. How sad to hav...,"egative

review: i"
20,2,I didn't really care for this. Had they gotten rid of the comedy/slapstick and focused on the dramat...,"egative

review: i"
20,2,This movie has bad writing and bad editing. It is difficult to follow what is going on because nothi...,"egative

review: i"
20,2,"When a dowdy wife (Shearer) loses her husband, she decides to completely make herself over to win hi...","ositive

review: i"
20,2,"A somewhat typical bit of filmmaking from this era. Obviously, It was first conceived into this worl...","egative

review: i"
20,2,"When I saw the trailer for this film, I said out loud to no one in particular ""this film is going to...","ositive

review: i"
20,2,"A frustrating documentary. Louis Kahn's son, who saw his father only minimally during his childhood ...","egative

review: i"
20,2,This...thing. oh god this thing. i can't even call it a movie. a movie is something that does someth...,"egative

review: i"
20,2,"This four-hour miniseries production is about two hours longer than necessary, primarily because the...","egative

review: i"
20,2,"This story of Ted Brice, an American pilot who is the sole survivor of the crash of an Allied reconn...","egative

review: i"
20,2,"Wow, what a strange film. It's a David Lynch movie so it's no surprise that it is weird. <br /><br /...","ositive

review: i"
20,2,This film is a cash in. A cash in reliant on a rousing theme tune created for an earlier classic. Yu...,"egative

review: i"
20,2,The worst part about this film is that it did not have to be so terrible.<br /><br />They had a nice...,"egative

review: i"
20,2,"When the circus comes to town and places the lion's cage directly over Bugs Bunny's home, Bugs ends ...","egative

review: i"
20,2,"In a critical scene, as Katharine Clifton (Kristin Scott Thomas) lies in the Cave Of Swimmers, she w...","ositive

review: i"
20,2,"In 1913, in Carlton Mine, Addytown, Pennsylvania, the cruel owner of a mine uses poor children in th...","egative

review: i"
20,2,"I think this movie is different apart from most films I've seen. It was exciting in a way, and no ma...","ositive

review: i"
20,2,"It may have been thrilling for an audience in 1946, but the movie is now a bit boring. I had a hard ...","egative

review: i"
20,2,Random Hearts snuck up on me. Criticized for the implausibility of a) the premise and b) the pairing...,"sitive

review: i"
20,2,This was a pretty good movie that was overall done quite well. The idea about Mercy (won't spoil) wa...,"ositive

review: i"
20,2,"MARY, MARY, BLOODY MARY is an OK time killer. It has a uniformly attractive cast, the action is rare...","egative

review: i"
20,2,"A genuinely odd, surreal jumble of visual ideas which probably looked extremely puzzling on the prin...","egative

review: i"
20,2,Filmmakers made a rather boring everyman's story look interesting and complex by focusing on his wif...,"ositive

review: i"
20,2,"Well, it is standard Hollywood schmaltz that you can see coming a mile off. It's enjoyable in parts ...","egative

review: i"
20,2,A lot of people don't think Dan Aykroyd is funny. This movie proves otherwise. Aykroyd is brilliant ...,"ositive

review: i"
20,2,"I went to see ""Passion of Mind"" because I usually get a kick out of the genre of alternate reality r...","egative

review: i"
20,2,This film is a classic seventies cop flick that for some reason has been sadly overlooked. It is bas...,"sitive

review: i"
20,2,Jack Lemmon was one of the finest actors that had ever graced the screen. He could effortlessly swit...,"egative

review: i"
20,2,A look at three geishas who are way past their prime. Now they look back on their pasts with fondnes...,"egative

review: i"
20,2,I am very open minded. I watch all kinds of programs to the end...good or bad...just to give them a ...,"egative

review: i"
20,2,Contains spoilers I had it recorded a while ago when it was on PBS but never got a chance to watch i...,"ositive

review: i"
20,2,I waited a long time to finally see what I thought was going to be a fun caper flick and was shocked...,"egative

review: i"
20,2,"This production is an insult to the Stooges, especially Moe. It is inaccurate and poorly acted. Many...","egative

review: i"
20,2,I think it's two years ago since I have seen the movie and till this day it's the worst film I have ...,"egative

review: i"
20,2,"""Jaded"" offers a premise with potential as it looks at the rape of a woman by two other women and as...","egative

review: i"
20,2,"Okay...it's 2005 and when you finally get to look at this film, you will probably exclaim that it is...","ositive

review: i"
20,2,"After the suicide of his father, Charlie 'Kid' Davis (Ray `Boom Boom' Mancini) accepts the invitatio...","egative

review: i"
20,2,"I recently saw Blind Spot in Coyoacan, where it drew a huge crowd and some pretty intense discussion...","ositive

review: i"
20,2,"Yes, this movie was just hilarious and the acting was top notch from the whole cast. Except Shelley ...","ositive

review: i"
20,2,It does not surprise me that this short (91 minutes) B/W movie that was made 50 years ago in the Sov...,"ositive

review: i"
20,2,Swift's socialism and pacifism come through against all odds in this well done remake. (Did you know...,"ositive

review: i"
20,2,I was not very excited to see this movie in the first place but a group of us decided to go see it o...,"gative

review: i"
20,2,I realise it's very hard to live up to the first The 10 Commandments movie (which was grandiose and ...,"egative

review: i"
20,2,"What the hell is this movie about? Well, if I didn't know that ""son of the Mask"" is categorized as c...","egative

review: i"
20,2,"This is a funny movie, there's not a lot of those. OK, the plot is a bit disturbing, but very origin...","egative

review: i"
20,2,"Nice combination of the giant monster and samurai genres. The giant monster Majin, god of the mounta...","ositive

review: i"
20,2,"Just plain terrible. Nick and Michael are WAY better actors than this. A ""C"" rated flick at best. Th...","egative

review: i"
20,2,a fine romantic comedy. errol flynn shows what a deft touch for comedy he possessed. a talent that p...,"ositive

review: i"
20,2,"Ah yes, it's yet another retelling of the classic, ""sociopathic murderous doctor creates female Fran...","egative

review: i"
20,2,"Richard Abernethie, a very wealthy man, has died and his relatives have assembled for his funeral. I...","ositive

review: i"
20,2,"This is one of the finest TV movies you could ever see. The acting, writing and production values ar...","ositive

review: i"
20,2,People don't seem to agree with me that movies can be bad and good at the same time. The same type o...,"egative

review: i"
20,2,"If you want to see how to ruin a film, study this one very closely. In fact, it is so bad that peopl...","egative

review: i"
20,2,"If anyone at National Lampoon is reading this PLEASE STOP THE CRAP YOUR PULLING OUT OF YOUR BUM, rea...","egative

review: i"
20,2,"To preface my remarks on the film, I know the topic is horrendous and words can't adequately express...","egative

review: i"
20,2,"***SPOILERS*** Feeling alone and needing companionship as well as love Frances Austen, Sandy Dennis,...","egative

review: i"
20,2,"In the mid-1970s, my NYC apt. building was finally wired for cable-TV and since Showtime (instead of...","egative

review: i"
20,2,"It has to be admitted that the best work of Harold Lloyd ended with his last great silent comedy ""Sp...","egative

review: i"
20,2,"By the time it opened, ""Heaven's Gate"" had become, to its detriment, more a cultural phenomenon than...","ositive

review: i"
20,2,"Isabelle Huppert is a wonderful actor. The director of ""La Pianiste"" understands this, providing the...","egative

review: i"
20,2,"i originally seen the flash Gordon serial on PBS,and thought it was fun and awesome,i overlooked the...","ositive

review: i"
20,2,A girl named Isobel becomes possessed by a demon. The local priest (who formerly dated Isobel's sist...,"egative

review: i"
20,2,"This jingoist outing concerns the usual battle Holmes vs. Moriaty,but this time in an effort to save...","ive

review: i"
20,2,"Director Kinji Fukasaku is perhaps best known, in his homeland at least, for his Japanese gangster f...","ositive

review: i"
